"gene_id"	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000198948"	"MFAP3L"	264.578920453226	4.23261656409488	0.281244643291999	15.0495899745917	3.47380642305617e-51	4.38073711535252e-48
"ENSG00000163531"	"NFASC"	4034.07347300946	2.15446471347724	0.1433960467927	15.024575374744	5.06850893920286e-51	5.93522396780655e-48
"ENSG00000164176"	"EDIL3"	563.111658950173	4.40652683456433	0.294104166578995	14.9828779572246	9.50120196916624e-51	1.03841803388341e-47
"ENSG00000197903"	"H2BC12"	881.381192820633	3.14838234851552	0.210224158716489	14.9763108471347	1.04879349039235e-50	1.07462003009327e-47
"ENSG00000116396"	"KCNC4"	859.999761512064	2.39908177661678	0.165368802163925	14.5074629871156	1.08665857369197e-47	1.04792239159448e-44
"ENSG00000198846"	"TOX"	318.352740519064	-3.51061176315112	0.242410374566465	-14.4821019703864	1.57214868535964e-47	1.43187808598811e-44
"ENSG00000124762"	"CDKN1A"	19917.903294031	2.59882684365644	0.179514777592907	14.476952140118	1.6944576651123e-47	1.46204941904479e-44
"ENSG00000180155"	"LYNX1"	1067.38545156099	3.45704426048153	0.243478321777359	14.1985710893914	9.34994844288221e-46	7.66415273863054e-43
"ENSG00000054654"	"SYNE2"	571.589644560435	-3.85759321254231	0.27210201125192	-14.1770110216894	1.27147844918826e-45	9.926008426663e-43
"ENSG00000138623"	"SEMA7A"	7072.44917358085	2.51972601018114	0.178673505442755	14.1024042928874	3.67048054501788e-45	2.73517536613741e-42
"ENSG00000110092"	"CCND1"	45962.3441513669	1.99001554192152	0.141526821483535	14.061048789632	6.5902244167441e-45	4.69739735165664e-42
"ENSG00000119969"	"HELLS"	834.863043620515	-3.04133465699205	0.217325598416806	-13.9943691822218	1.6872006531731e-44	1.15249864617166e-41
"ICP4"	"ICP4"	8020.40469477718	16.5711941592798	1.18963967392284	13.9295910539333	4.18746219469033e-44	2.74597020879013e-41
"ENSG00000198918"	"RPL39"	5100.40640099766	2.16417701679214	0.155770612034145	13.8933588854215	6.94982174354449e-44	4.38212991014109e-41
"ENSG00000101134"	"DOK5"	372.345387886891	2.75042493868148	0.200531454105914	13.7156784253347	8.1797682647367e-43	4.96663410859605e-40
"ENSG00000111331"	"OAS3"	612.95635471934	-3.01289338122917	0.220803642176769	-13.6451253771309	2.15841969853844e-42	1.26375473349426e-39
"ENSG00000112297"	"CRYBG1"	1071.41063299298	-3.43614118484604	0.255381845789887	-13.4549156155488	2.88067982313195e-41	1.6284781041526e-38
"ENSG00000166923"	"GREM1"	52512.7381416864	2.44864837271406	0.182117637615557	13.4454213483873	3.27534791503874e-41	1.78986845730484e-38
"ENSG00000146197"	"SCUBE3"	2029.4887276757	2.59639418798287	0.194606060016439	13.3417951515155	1.32236363106124e-40	6.99317076374775e-38
"ENSG00000171680"	"PLEKHG5"	438.187208465041	2.67521628518154	0.201910749493808	13.249499057818	4.54225009132719e-40	2.32705149991306e-37
"ENSG00000130720"	"FIBCD1"	654.499711837837	2.95704938242306	0.225819857688323	13.0947269770419	3.52941156327941e-39	1.75336888389099e-36
"ENSG00000185420"	"SMYD3"	1623.34839681415	3.00436539978306	0.231251997101345	12.9917381793092	1.36295985053523e-38	6.57187170284548e-36
"ENSG00000012048"	"BRCA1"	1150.47772077428	-2.17915619224253	0.17072647663038	-12.7640201757363	2.60406778532276e-37	1.21974535064518e-34
"ENSG00000161281"	"COX7A1"	1026.25413099787	2.32764917805383	0.183050936769401	12.7158550463257	4.82799337385907e-37	2.1986145380846e-34
"ENSG00000180573"	"H2AC6"	681.290337996733	2.97788291134678	0.234227770288052	12.7136201983419	4.96801366240402e-37	2.20123286436355e-34
"ENSG00000166482"	"MFAP4"	2738.24774693813	-2.24026673954201	0.178918382193925	-12.5211658638509	5.71888859251892e-36	2.46724893646724e-33
"ENSG00000173641"	"HSPB7"	4664.10295885736	3.70743876352946	0.299967371631114	12.359473443294	4.32983581085187e-35	1.82008534059245e-32
"ENSG00000166483"	"WEE1"	1382.54000678982	-1.94938967278591	0.158324293228792	-12.3126377704328	7.74498399448065e-35	3.1742816901379e-32
"ENSG00000204253"	"HNRNPCP2"	155.432582779168	-4.50441781821127	0.366028456218844	-12.3061957115108	8.38848597963067e-35	3.35416680853818e-32
"ENSG00000096696"	"DSP"	3052.65206733375	3.24582960951783	0.264437002344477	12.2744910157828	1.24170212474046e-34	4.84677729357027e-32
"ENSG00000150991"	"UBC"	26413.9347077398	1.74942431528572	0.142899983931011	12.2422988943813	1.84725202835926e-34	7.04275575649342e-32
"ENSG00000159399"	"HK2"	2353.85415540502	2.22006375176705	0.182321973842831	12.1766109974261	4.14135399302921e-34	1.54303084913002e-31
"ENSG00000077514"	"POLD3"	705.550243062184	-2.08583029454812	0.172835304040455	-12.0683115416044	1.55287778647469e-33	5.65730631810355e-31
"ENSG00000005238"	"ATOSB"	2394.12768463666	1.65203909918927	0.137125644116958	12.0476305495434	1.99605545375699e-33	7.11376806715047e-31
"ENSG00000100558"	"PLEK2"	203.737016099476	2.96481979916939	0.24655828235798	12.0248233838064	2.63150193315094e-33	9.17890270044182e-31
"ENSG00000214078"	"CPNE1"	1231.59263444305	1.86645708826843	0.155768658488989	11.9822376745985	4.4027694824687e-33	1.5037292269915e-30
"ENSG00000211448"	"DIO2"	443.086893975719	-2.82929619204006	0.236242400264561	-11.9762421515851	4.73295303501043e-33	1.58351085828492e-30
"ENSG00000132854"	"KANK4"	144.242034229753	3.48948232703032	0.293323658515842	11.8963548480419	1.23630235051098e-32	4.05358814685542e-30
"ENSG00000001461"	"NIPAL3"	4034.9471225317	1.55875550453678	0.131663911723453	11.8388971141218	2.45662135912206e-32	7.89683344342099e-30
"ENSG00000106537"	"TSPAN13"	1065.05823539419	3.24011999921089	0.273725503320198	11.837114042752	2.50939962018208e-32	7.91136487947404e-30
"ENSG00000221866"	"PLXNA4"	211.865437814781	4.91146468100276	0.415723823315753	11.8142488006331	3.29480640066299e-32	1.01915200249942e-29
"ENSG00000171314"	"PGAM1"	4494.23078458413	1.84536802372585	0.156433116964675	11.7965304248369	4.06738305345853e-32	1.23482736626665e-29
"ENSG00000152137"	"HSPB8"	658.466220318511	2.25051067426186	0.19192518364058	11.7259790068843	9.38101437047161e-32	2.79622453799112e-29
"ENSG00000242125"	"SNHG3"	906.611322408384	-2.32876400061221	0.199698889075224	-11.6613768428877	2.00769291284669e-31	5.87752100235869e-29
"ENSG00000082497"	"SERTAD4"	297.855128407564	-3.39505722728157	0.291264609199158	-11.6562641668564	2.13192713244904e-31	6.1317216507666e-29
"ENSG00000110876"	"SELPLG"	273.678018659384	2.71178516554785	0.233234708057265	11.6268508582438	3.00998065265431e-31	8.50786600338185e-29
"ENSG00000072041"	"SLC6A15"	119.129354918619	5.07421845141949	0.43649315407595	11.6249668615343	3.07712759532729e-31	8.55024233860943e-29
"ENSG00000006451"	"RALA"	5149.84298595736	1.75759831846901	0.151315820968968	11.6154299478669	3.44053293206961e-31	9.40068281472487e-29
"ENSG00000226084"	"RPL17P6"	191.346570617426	-3.28257741824251	0.283180417916991	-11.5918234826701	4.53376283211569e-31	1.2184673421263e-28
"ENSG00000232931"	"LINC00342"	433.776223437764	-2.64599546785859	0.230767822447015	-11.4660503349254	1.95374682699563e-30	5.16608475512361e-28
"ENSG00000110031"	"LPXN"	2298.64750445517	1.84628013063992	0.16299608322076	11.3271441506932	9.62933821246318e-30	2.50576778817653e-27
"ENSG00000085063"	"CD59"	13694.8929731195	1.55189661099275	0.137047012804858	11.3238266141743	1.00009065213019e-29	2.56179471109724e-27
"ENSG00000094804"	"CDC6"	1457.92129019822	-2.1516736656691	0.190319346848117	-11.3055961009904	1.23115237901222e-29	3.08350499635952e-27
"ENSG00000249669"	"CARMN"	450.36606603612	-2.33928675086902	0.206927344097126	-11.3048701276088	1.24137690471958e-29	3.08350499635952e-27
"ENSG00000290032"	"ENSG00000290032"	247.543263808259	2.98012707899577	0.265660434079149	11.217805501695	3.33442174543916e-29	8.15888210369098e-27
"ENSG00000128567"	"PODXL"	3152.52864224959	2.82158481868941	0.253548141768485	11.1283987293656	9.12601320832275e-29	2.20017441966534e-26
"ENSG00000076003"	"MCM6"	2489.6625510467	-1.56347550654151	0.140820207921797	-11.1026359754402	1.21797765214203e-28	2.89384429408933e-26
"ENSG00000120708"	"TGFBI"	107403.387047172	2.07753001729111	0.187160537761457	11.1002567215264	1.25084078760488e-28	2.92946912457062e-26
"ENSG00000074410"	"CA12"	417.194174259952	2.29466024628434	0.207022235178488	11.0841245835548	1.49808607043203e-28	3.45910183643136e-26
"ENSG00000240065"	"PSMB9"	147.290936899887	-3.56450374246031	0.321660678946982	-11.0815650645562	1.54154077662249e-28	3.46192047834919e-26
"ENSG00000253729"	"PRKDC"	8812.94069944379	-1.66188630784216	0.149955798851348	-11.0825077827741	1.52539203290006e-28	3.46192047834919e-26
"ENSG00000182752"	"PAPPA"	1863.4300619241	2.14828333890142	0.193932872107111	11.0774584811744	1.61388804015205e-28	3.575416287872e-26
"ENSG00000118523"	"CCN2"	16866.1237752698	1.64544334456011	0.149204422731972	11.0281137410783	2.79669191430114e-28	6.11319563240705e-26
"ENSG00000162618"	"ADGRL4"	508.917097406733	2.26273663450156	0.205736109856856	10.9982473960254	3.89630865712589e-28	8.40474791117393e-26
"ENSG00000143198"	"MGST3"	1671.32786962644	1.94913049181998	0.177898711585148	10.9564058921644	6.19094851584706e-28	1.31810922037398e-25
"ENSG00000126803"	"HSPA2"	1507.56752466365	-2.55518194058623	0.233475728941664	-10.9441009229044	7.09178129569473e-28	1.4905469559182e-25
"ENSG00000157404"	"KIT"	388.949918817803	-2.24988453525663	0.206696885025078	-10.8849465002032	1.35978447754531e-27	2.82181097783263e-25
"ENSG00000105825"	"TFPI2"	1153.65310323621	2.70780137658526	0.248872290796315	10.8802846950985	1.43115279969303e-27	2.93278987477094e-25
"ENSG00000088832"	"FKBP1A"	7147.4428325244	1.45247077259008	0.133537371802967	10.8768860205904	1.48551333545611e-27	3.00660563227993e-25
"ENSG00000184678"	"H2BC21"	375.406718501458	3.48946546752107	0.321282757716996	10.8610418197256	1.76721434831472e-27	3.53313561295995e-25
"ENSG00000225190"	"PLEKHM1"	1564.64696864709	1.61385124079348	0.148904322819173	10.8381758852852	2.26951033739448e-27	4.48269306882472e-25
"ENSG00000162551"	"ALPL"	187.424202500827	-4.50954437192941	0.417478223998203	-10.801867289607	3.37273691061749e-27	6.58245820388846e-25
"ENSG00000177084"	"POLE"	1501.51042015277	-1.60271917952014	0.149396859124689	-10.7279308876399	7.52625101684527e-27	1.45159246082543e-24
"ENSG00000167772"	"ANGPTL4"	399.272721337123	2.98352226078264	0.278147929157339	10.726386746151	7.65303914802205e-27	1.45888283479853e-24
"ENSG00000150051"	"MKX"	1261.76710067407	-2.08446385277135	0.19440041486483	-10.7225278002658	7.97922882952833e-27	1.50358020035963e-24
"ENSG00000135074"	"ADAM19"	4755.8208139877	1.98521657948423	0.185682664435169	10.6914481517329	1.1161444386706e-26	2.07932635540521e-24
"ENSG00000091490"	"SEL1L3"	682.514769709047	1.98844394092362	0.186221294284668	10.6778547993764	1.29223254113817e-26	2.38032137971002e-24
"ENSG00000154928"	"EPHB1"	310.66327170485	2.88967503735968	0.270965948503891	10.6643475068167	1.49444294944916e-26	2.72221085702995e-24
"ENSG00000156802"	"ATAD2"	2635.25119295889	-1.96012398865895	0.183895265662166	-10.6589149079014	1.58435097897218e-26	2.85426922519449e-24
"ENSG00000092470"	"WDR76"	811.908902370258	-2.39659220794623	0.226378025364451	-10.5866821838732	3.43553556920632e-26	6.12197501321396e-24
"ENSG00000185070"	"FLRT2"	2103.89069151465	1.88300094064877	0.178824934060728	10.529856759289	6.2930167741125e-26	1.10933029026667e-23
"ENSG00000149380"	"P4HA3"	1044.9752403214	2.09903844778097	0.199858803418375	10.5026068998669	8.40269725502895e-26	1.46546615743558e-23
"ENSG00000258289"	"CHURC1"	1085.34185693315	1.74509216011158	0.166383045172914	10.4884013770633	9.76668240138559e-26	1.68542096092964e-23
"ENSG00000197355"	"UAP1L1"	2114.62593781653	1.69565419799957	0.161976226466961	10.4685374822301	1.20490122405082e-25	2.05761986115512e-23
"ENSG00000270069"	"MIR222HG"	394.254780551143	-2.28260309116628	0.21822587924951	-10.4598185101431	1.32108467355629e-25	2.23276929260637e-23
"ENSG00000119899"	"SLC17A5"	2081.47733336931	2.32949568250135	0.224003007892531	10.3993946528564	2.49513231045467e-25	4.17399990791774e-23
"ENSG00000100100"	"PIK3IP1"	523.805682176336	2.79382482311872	0.269128383908364	10.3810114063257	3.02552718808393e-25	5.01015077994423e-23
"ENSG00000084731"	"KIF3C"	998.42948484078	1.56338561884105	0.151112819782356	10.3458172582099	4.37170202277264e-25	7.16696829613347e-23
"ENSG00000124343"	"XG"	109.50728184792	4.23217977451086	0.410380659675397	10.3128148823057	6.1668128201307e-25	9.9734114790458e-23
"ENSG00000164932"	"CTHRC1"	2788.40497000256	2.88451590805791	0.279718284264968	10.31221793612	6.2052456439104e-25	9.9734114790458e-23
"ENSG00000156265"	"MAP3K7CL"	467.921758692638	2.03147892548892	0.197067896870684	10.3085228885453	6.44847875484405e-25	1.0263724340477e-22
"ENSG00000128422"	"KRT17"	175.755923765396	3.0319347900819	0.294474327520695	10.2960920756966	7.33821171918267e-25	1.15675618196424e-22
"ENSG00000149090"	"PAMR1"	5566.64297245452	1.80496237693373	0.175655479868103	10.2755825112262	9.07942765089178e-25	1.41760130389257e-22
"ENSG00000143479"	"DYRK3"	1586.03644307156	1.82489815129878	0.1779302336953	10.2562566990378	1.10923621077857e-24	1.71554890938716e-22
"ENSG00000156804"	"FBXO32"	499.180021048729	3.94090244796084	0.385395581129141	10.2256036159384	1.52276296250934e-24	2.3331005614372e-22
"ENSG00000101412"	"E2F1"	850.655099199596	-2.08158801178246	0.203946185911024	-10.2065552365397	1.85327917990532e-24	2.79578215073873e-22
"ENSG00000147394"	"ZNF185"	540.667587544612	3.68282252931729	0.360839441941093	10.2062637873121	1.85885235104625e-24	2.79578215073873e-22
"ENSG00000117226"	"GBP3"	1447.77713118681	-2.21569644157632	0.217159462908971	-10.2030849215403	1.92072816784561e-24	2.86258341669645e-22
"ENSG00000104435"	"STMN2"	512.49505233514	2.20889941807528	0.216782168200065	10.1894885378059	2.2092342460587e-24	3.26289966035012e-22
"ENSG00000185567"	"AHNAK2"	2762.86509814436	1.67090847074816	0.164675111960002	10.1466970379471	3.42768322050655e-24	5.01727131401646e-22
"ENSG00000125637"	"PSD4"	317.760609530452	2.49710489951518	0.247016089231882	10.1090779441944	5.03559564345418e-24	7.305624334406e-22
"ENSG00000223749"	"MIR503HG"	339.194590014178	-2.35272163529967	0.232774920728733	-10.1072814370816	5.12876887288803e-24	7.3755295528181e-22
"ENSG00000157601"	"MX1"	188.456989877904	-2.72638250835452	0.27027353535013	-10.0874934159669	6.27514125571245e-24	8.94562310836086e-22
"ENSG00000165637"	"VDAC2"	3106.8038483536	1.40813855452117	0.140020606275874	10.0566523169226	8.58686959005492e-24	1.21356155223586e-21
"ENSG00000185164"	"NOMO2"	1357.76067643412	1.7410061681358	0.173444800077953	10.0378112653324	1.03955150644032e-23	1.45661601680193e-21
"ENSG00000255717"	"SNHG1"	1325.10482202169	-2.05534996005579	0.204804354166464	-10.035675112577	1.06230194134319e-23	1.47587949376103e-21
"ENSG00000218336"	"TENM3"	903.45452803667	2.71193493415081	0.270409341150854	10.0289987121336	1.13663366860198e-23	1.56588003050932e-21
"ENSG00000139618"	"BRCA2"	435.381862208941	-2.57917754262431	0.257571719535265	-10.0134345000216	1.33051614234484e-23	1.81770680313344e-21
"ENSG00000105290"	"APLP1"	324.863519416673	2.23231594850208	0.22295609611705	10.0123566360353	1.34509559310674e-23	1.82243778127206e-21
"ENSG00000070404"	"FSTL3"	2090.15113719767	1.95911915460727	0.196246970219094	9.98292688248926	1.81045959650085e-23	2.43284218237991e-21
"ENSG00000087076"	"HSD17B14"	366.875884255158	2.62811266930622	0.264047873507473	9.95316733437674	2.44282103276278e-23	3.25590309033439e-21
"ENSG00000139971"	"ARMH4"	428.919568180996	2.68180064467884	0.26987467824687	9.93720738121878	2.86753313831132e-23	3.7911563120545e-21
"ENSG00000183715"	"OPCML"	154.777363489047	4.12551894113367	0.416701857912926	9.90040928014228	4.14574921921521e-23	5.43723301598514e-21
"ENSG00000189320"	"FAM180A"	964.4376097672	2.79960787976774	0.283013613808909	9.89213148473501	4.50335652279975e-23	5.85936720910945e-21
"ENSG00000132780"	"NASP"	2919.76250784942	-1.95260112128947	0.197561385201559	-9.88351604893516	4.90799381114579e-23	6.33556303463969e-21
"ENSG00000254612"	"DNAJB6P1"	141.533494120474	-3.11394751754578	0.315445415908119	-9.87158906266304	5.5281798055391e-23	7.08038904156312e-21
"ENSG00000251493"	"FOXD1"	413.856604527459	1.8945984611265	0.192117969749302	9.86164107188305	6.10434084418253e-23	7.75771812399445e-21
"ENSG00000130816"	"DNMT1"	5469.1159849469	-1.64252849216341	0.166710492190763	-9.85258018603833	6.68065137590857e-23	8.42481528128039e-21
"ENSG00000140525"	"FANCI"	1623.09072041947	-2.1339728911786	0.216696708295825	-9.84774022624007	7.01023756050179e-23	8.77296447075316e-21
"ENSG00000204267"	"TAP2"	640.531463964979	-1.93818705938367	0.196840434393022	-9.84648842784901	7.09806930563954e-23	8.81558698459505e-21
"ENSG00000157227"	"MMP14"	40570.4613577496	2.13888285170831	0.218860879227667	9.77279657861268	1.47328124216238e-22	1.81601298376015e-20
"ENSG00000125378"	"BMP4"	128.342193684573	-3.44473378015799	0.353566742149809	-9.74281053476015	1.98000943677699e-22	2.42240856018821e-20
"ENSG00000138650"	"PCDH10"	859.939160811445	1.97816374308343	0.203257287356479	9.73231399873042	2.19540953205004e-22	2.66604028655025e-20
"ENSG00000227097"	"RPS28P7"	216.446539382154	-3.32262831254229	0.341708542476602	-9.72357403903593	2.39233726993705e-22	2.88382185318735e-20
"ENSG00000184445"	"KNTC1"	1214.01435596514	-2.08253889836081	0.214272575686842	-9.71911077134025	2.49954736227295e-22	2.9910641939491e-20
"ENSG00000087245"	"MMP2"	57337.2726563824	1.43044581185957	0.147279870539154	9.71243257223864	2.66890166870669e-22	3.17057782295489e-20
"ENSG00000196663"	"TECPR2"	921.831427314192	1.64854525559147	0.169843002687244	9.70628892275986	2.83470515279465e-22	3.34332059531766e-20
"ENSG00000196262"	"PPIA"	18454.1296486081	1.26104583278214	0.130246852099339	9.68196783612354	3.59724314064226e-22	4.21237171769208e-20
"ENSG00000119979"	"DENND10"	913.940834396838	1.78567916797552	0.184548313179542	9.67594413197525	3.81553407176562e-22	4.43630252287415e-20
"ENSG00000100196"	"KDELR3"	3579.74378032317	1.64715955045528	0.170259947954799	9.67438067637946	3.87430250428196e-22	4.47290952501398e-20
"ENSG00000116717"	"GADD45A"	1786.15047013328	1.72736469360134	0.17873984444974	9.66412776579906	4.2825235558591e-22	4.90962875347931e-20
"ENSG00000120129"	"DUSP1"	2381.28263853029	1.58493882119742	0.164084375035052	9.65929157397737	4.48957792525322e-22	5.11125975740287e-20
"ENSG00000170624"	"SGCD"	2534.04470941443	1.67898851122702	0.173843277240025	9.65805832634435	4.5439438017684e-22	5.13747687490973e-20
"ENSG00000170153"	"RNF150"	696.241076937082	-1.81285005568957	0.188234168302552	-9.63082352177283	5.92526833558407e-22	6.65334582832638e-20
"ENSG00000101868"	"POLA1"	809.127839843705	-2.26489205993499	0.235256557973185	-9.62732805175681	6.13027551130288e-22	6.83671678451017e-20
"ENSG00000113805"	"CNTN3"	481.573584891917	1.90425647457819	0.197924960385318	9.62110322453018	6.51288351738392e-22	7.17822626333983e-20
"ENSG00000122641"	"INHBA"	3588.5527371315	2.45146357590749	0.254805346645592	9.62092675126326	6.52406803243647e-22	7.17822626333983e-20
"ENSG00000151503"	"NCAPD3"	1709.38597342257	-1.58271543102904	0.164816682742614	-9.60288366864351	7.7738464152787e-22	8.49629587547193e-20
"ENSG00000164929"	"BAALC"	340.406457382591	3.44692253848747	0.359129705779496	9.59798781057633	8.15202937681136e-22	8.85062050353943e-20
"ENSG00000158008"	"EXTL1"	207.568742501286	3.18371822715747	0.332053945132139	9.58795483032289	8.9848270751249e-22	9.69060888615774e-20
"ENSG00000095303"	"PTGS1"	2545.80427504328	1.46458380192885	0.152896452589069	9.57892597982721	9.80593068139924e-22	1.05070867706444e-19
"ENSG00000100629"	"CEP128"	325.469258979215	-2.19748163053157	0.229818372443203	-9.56181878398191	1.15705151855963e-21	1.23173393475757e-19
"ENSG00000203805"	"PLPP4"	409.450760000378	1.8866221255459	0.197652124523957	9.54516492089222	1.35891213984785e-21	1.43729068520423e-19
"ENSG00000138658"	"ZGRF1"	300.010383277097	-2.20759273467975	0.231605155901927	-9.53170807481743	1.54716329559292e-21	1.62590994025323e-19
"ENSG00000103485"	"QPRT"	1315.45289416424	1.84667512069297	0.193871404220644	9.52525787965758	1.64632656892333e-21	1.71910049496363e-19
"ENSG00000187800"	"PEAR1"	310.387494373912	-3.79196330387073	0.398398431977045	-9.51801764141786	1.76513979392054e-21	1.83150011275527e-19
"ENSG00000080839"	"RBL1"	576.845771861263	-1.79474712181136	0.189042432469044	-9.49388504141924	2.22580486274563e-21	2.29495879999068e-19
"ENSG00000034152"	"MAP2K3"	4185.03336694621	1.44077481274834	0.152435053001972	9.45172901097562	3.33279295144719e-21	3.41486297787657e-19
"ENSG00000177697"	"CD151"	11066.9664361988	1.28620982451731	0.136496787517294	9.42300436451185	4.38361889088726e-21	4.46366758367737e-19
"ENSG00000122254"	"HS3ST2"	73.6997360459846	6.11682148209538	0.651650918236638	9.38665366826682	6.19367730189406e-21	6.26784849921304e-19
"ENSG00000197106"	"SLC6A17"	354.532177214135	2.07417559279027	0.221176901806934	9.3779032794339	6.7297644250609e-21	6.76857410947536e-19
"ENSG00000221963"	"APOL6"	777.762977565598	-2.80779293442711	0.300224684057464	-9.35230540167604	8.57577368763909e-21	8.57263620946068e-19
"ENSG00000166963"	"MAP1A"	10810.0196000707	1.18699323224192	0.12705809544704	9.34212989786771	9.44153784741619e-21	9.38088311942673e-19
"ENSG00000149948"	"HMGA2"	4432.1962613933	1.57079420461809	0.168239902938137	9.33663285098112	9.94463985560221e-21	9.82123046944232e-19
"ENSG00000163235"	"TGFA"	240.049469439414	3.44795478291387	0.369406354888751	9.33377224642561	1.02168446341468e-20	1.00296377803714e-18
"ENSG00000123643"	"SLC36A1"	2391.51216351155	1.70343383631239	0.182689834165158	9.3241851364999	1.11839648560277e-20	1.09136857053404e-18
"ENSG00000092853"	"CLSPN"	1118.10641331022	-2.41608839276259	0.2592016845691	-9.32126809584251	1.14958016358232e-20	1.11516078116973e-18
"ENSG00000139263"	"LRIG3"	476.779901815737	-1.7379400299043	0.186550090114442	-9.31621115185808	1.20568994902483e-20	1.1591433632933e-18
"ENSG00000163918"	"RFC4"	743.941751430784	-2.08270057982263	0.223563722242218	-9.31591475993652	1.20906133416588e-20	1.1591433632933e-18
"ENSG00000100284"	"TOM1"	1516.64788455729	1.59868221746905	0.171753526760061	9.30800227294543	1.30259210925845e-20	1.24155203716181e-18
"ENSG00000139926"	"FRMD6"	17536.4915449643	1.23516364395055	0.132760016904797	9.3037321984999	1.35600351403896e-20	1.28498968839044e-18
"ENSG00000122642"	"FKBP9"	8980.50422212383	1.28314548022099	0.138039855878634	9.2954710221455	1.46555838330718e-20	1.3808255250539e-18
"ENSG00000079308"	"TNS1"	5488.52348574935	1.22610248429131	0.132048400314234	9.28525057004533	1.61327131572582e-20	1.51131256857195e-18
"ENSG00000082781"	"ITGB5"	9848.34380593219	1.76088004828465	0.18987693201331	9.27379660927544	1.79635297261668e-20	1.67326196778851e-18
"ENSG00000169826"	"CSGALNACT2"	2036.63393999193	2.17306329006836	0.234446188800273	9.26892137248439	1.88037798737308e-20	1.74163371327651e-18
"ENSG00000097046"	"CDC7"	332.792115276217	-2.02149462297328	0.218414909464984	-9.25529593160563	2.1363777818104e-20	1.96762794129211e-18
"ENSG00000188549"	"CCDC9B"	859.841402774398	1.50821524497816	0.163215634421822	9.24062973697887	2.4505071169042e-20	2.24433595947081e-18
"ENSG00000223551"	"TMSB4XP4"	117.064891969028	3.47712293714228	0.37648311287954	9.23580053975708	2.56361739333776e-20	2.33488575257662e-18
"ENSG00000196937"	"FAM3C"	1896.02607280082	1.64413523102533	0.178070123221215	9.23307740391038	2.62965927325312e-20	2.38180299037081e-18
"ENSG00000181195"	"PENK"	219.180915247566	3.19391017431655	0.34597256882185	9.23168615706399	2.66404635582867e-20	2.39969098667337e-18
"ENSG00000166033"	"HTRA1"	5058.05494458035	1.59932144070897	0.173344224176085	9.22627476231552	2.80207757905735e-20	2.51023277765389e-18
"ENSG00000147100"	"SLC16A2"	5028.41120106167	1.2847759502671	0.139370555690393	9.21841736156372	3.01517493495932e-20	2.68645531976756e-18
"ENSG00000213399"	"RPS2P17"	84.2514512613991	-5.84304662799937	0.634751527322707	-9.20525020655644	3.40876142872197e-20	3.02071539797124e-18
"ENSG00000119397"	"CNTRL"	579.321389988652	-2.42003950166901	0.262999012797716	-9.20170564872183	3.52312296100346e-20	3.10527300121993e-18
"ENSG00000144395"	"CCDC150"	144.092695316167	-2.54534185761646	0.276808760602527	-9.19530816899016	3.73921243080702e-20	3.27810955030215e-18
"ENSG00000108861"	"DUSP3"	3609.07023064251	1.35610112965523	0.147724135408058	9.17995644996853	4.31265809486522e-20	3.76072961740534e-18
"ENSG00000021826"	"CPS1"	296.043295705678	-2.34042518565416	0.255034174443478	-9.17690811735843	4.43646558995497e-20	3.84822311543501e-18
"ENSG00000187837"	"H1-2"	676.007558542227	2.09012186938449	0.227880357126537	9.17201419086724	4.64261881755046e-20	4.00584699446959e-18
